,Unnamed: 0,Tweet_text,emotion
3803,3803,"female people
 want politicians messing reproductive rights equal pay",sadness
3804,3804,"q4: would female politicians screen
 lead greater discussion political gender justice",sadness
3805,3805,"pres. obama #equalpay: ""we\'ve got away politicians belong mad men episode!"" \n\ncrowd cheers",sadness
3806,3806,jrotkoff equal pay,sadness
3807,3807,republican crushed equal pay: via youtube.,sadness
3808,3808,"fact politicians still use ""equal pay women"" campaign platform",joy
3809,3809,jenjhall favorite video #equalpay issue voters & politicians need see #ncsen,sadness
3810,3810,ireland0828 workclassjane progress4ohio tyla54 time replace gop politicians w/dems favor equal pay,sadness
3811,3811,"cher support politicians support equal pay equal rights! demand jobs! fuck
 ""old boys clu",sadness
3812,3812,barackobama time politicians paid minimum,sadness
3813,3813,#teachers #equal #pay #merit #politicians,sadness
3814,3814,new: republican politicians say want make birth control,sadness
3815,3815,unitebluewi deeevaaa wow we've come another 7 cents. politicians wives cut bedroom till vote equal,sadness
3816,3816,politicians getting killed bill giving men women equal pay? makes,sadness
3817,3817,"women: mi-state republican politicians want \xe2\x80\x9cequal pay\xe2\x80\x9d \xe2\x80\x9cliving wage\xe2\x80\x9d! vote them
 else! unitewomenmi freep detroitnews",sadness
3818,3818,american politicians never cease amaze me. example: every single republican senate voted equal pay women.,sadness
3819,3819,liberal politicians rallying congress voting equal pay bill citing a...,joy
3820,3820,sethrogen #equalpay pretty much non issue politicians use incite,sadness
3821,3821,sethrogen already law guarantees equal pay equal work. don't listen politicians vote trolling,sadness
3822,3822,hope women (and men) voting age paying attention politicians voting equal,sadness
3823,3823,republicans bad,joy
3824,3824,"women don't need plaques & photo operations
 politicians. need #equality #equalpay #reprorights",disgust
3825,3825,far,guilt
3826,3826,equality means equal pay all.,sadness
3827,3827,april,fear
3828,3828,women support politicians don't support equal pay stupid,sadness
3829,3829,andrewbernal87 way? equal pay? oh,sadness
3830,3830,"high-ranking politicians with
 open attitude #equalpay #womensequalityday",joy
3831,3831,rest granddaughters every single right son & grandsons have. -vp #womensequalityday,anger
3832,3832,today anniversary women's suffrage. let's make count electing politicians want equal pay conservation,sadness
3833,3833,happy women's equality day! check one way female politicians standing women equal pay:,sadness
3834,3834,tired politicians arguing exactly much less women make compared men. 100?,sadness
3835,3835,camp arguments remind said decade ago couldn't win equal pay cases.,sadness
3836,3836,politicians employers need pay,joy
3837,3837,campaign equal pay,sadness
3838,3838,simonhamilton shame executive. still mention equal pay psni staff. lies,sadness
3839,3839,snullvit muhfeelz,sadness
3840,3840,politicians try get way woman,sadness
3841,3841,years woman get equal pay,sadness
3842,3842,politicians bad excuse,joy
3843,3843,"scotsunionist beg differ. low paid women died waiting equal pay. one example complacency but
 politicians. new",sadness
3844,3844,gop wrong women: opposed equal,sadness
3845,3845,equal pay - simple monkeys understand,sadness
3846,3846,women republican politicians women rights raising wages birth control jobs equal pay 4 women safe abortions.,sadness
3847,3847,jason ritchie (d): women deserve better,sadness
3848,3848,"women deserve better from
 politicians.\n#equalpay #raisethewage\nvote 4 democrats\n#rondickey\n",sadness
3849,3849,women deserve better politicians \na huffpostpol exclusive ritchie4wa8,sadness
3850,3850,"chrismurphyct #equalpay?! work harder you... pull year? #politicians fucking
",sadness
3851,3851,retweet agree need politicians believe equal work deserves equal,sadness
3852,3852,politicians hypocrites equal pay. north,sadness
3853,3853,#yesallwomen get equal pay men since created equal. male politicians make rules women's,sadness
3854,3854,#yesallwomen it's 2014 politicians voted equal pay women still unfortunately,sadness
3855,3855,bbcsarahsmith please serious coverage equal pay scot new prog.in nlc asked acas intervene - lab politicians,joy
3856,3856,happyloner: politicians enable misogyny. #equalpay #slutshaming #abortionrightsyes,joy
3857,3857,"engelundgeister usatoday said before""im going laugh loudly""when low wage earners politicians promote organize equal",sadness
3858,3858,members remain equal pay -,sadness
3859,3859,unisontweets still waiting equal pay #unison failed consult busy bed,joy
3860,3860,sdtilock right sister speaking truth don't forget gop brainless women politicians voted equal pay & birth control,sadness
3861,3861,judiu883 republican males & women politicians sale asked satan brothers koch & alderson. gop women voted equal pay,sadness
3862,3862,won politicians:,disgust
3863,3863,mpf2011,joy
3864,3864,shout politicians fight us minimum wage & equal pay & allow us corps evade labor & tax laws outsourcing &,sadness
3865,3865,politicians represent community interest recently failed vote for: ~equal pay,joy
3866,3866,jenniferlawrence missusa\nsettle #equalpay & raise #minimumwage first!\nmale politicians imposing another tax women's desire,sadness
3867,3867,politicians bad excuse,joy
3868,3868,barackobama u.s. politicians simply work adoption ilo convention equal pay equal,sadness
3869,3869,zachbarnes97 like,sadness
3870,3870,don\'t politicians think way barackobama: take stand equal pay women:,sadness
3871,3871,"politicians goad us war save
 little girls archaic ""unequal"" treatment #congress votes equal pay 4women",sadness
3872,3872,calixthompson like female politicians voted equal pay\xc2\xbf\xc2\xbf\xc2\xbf\xc2\xbf,sadness
3873,3873,"can\'t believe ""i support equal pay women"" even considered thing politicians boast",sadness
3874,3874,always wonder politicians equal pay men women,sadness
3875,3875,equal pay work--even animals understand it....why can't politicians?,sadness
3876,3876,"politicians sound stupid trying offer argument women get equal pay?...oh problem
 because
 valid one doesn't",sadness
3877,3877,economists politicians debating #payinequality nationwide. equal pay equal work remains goal,sadness
3878,3878,equal pay equal work' still goal oregon: economists politicians debating pay inequality nati...,sadness
3879,3879,equal pay equal work' still goal oregon: economists politicians debating pay,sadness
3880,3880,senate voted equal pay. politicians concerned moral,joy
3881,3881,come,guilt
3882,3882,seriously don't understand politicians equal pay act. wake up! it's,sadness
3883,3883,statistical frauds equal pay: offended politicians try manipulate,sadness
3884,3884,lmdapper want work stupid like gop women politicians voted women rights equal pay. brainless,sadness
3885,3885,equal pay act 1963/civil rights act 1964 protect workers gender based discrimination! it's already,sadness
3886,3886,ever notice family values politicians aren't ones supporting legislation would make easier,disgust
3887,3887,truth equal pay - political fodder - many women insulted politicians assume capable of...,sadness
3888,3888,equal pay equal work motto. time make reality getting good word politicians &,sadness
3889,3889,teeth equal pay? need law women pay 77% student,sadness
3890,3890,. senatorbarb senate speech #equalpay inspired & gave much-needed faith politicians. thank you.,guilt
3891,3891,no-nonsense politicians like,sadness
3892,3892,marcorubio dare think women unworthy equal pay. women,sadness
3893,3893,dissasociopath yep clinton pelosi reid obama gore & kerry families #filthyrichwhiteelitists #equalpay,joy
3894,3894,review: website shows politicians women's #equalpay,guilt
3895,3895,politicians bad excuse,joy
3896,3896,(pic) map us politicians voted women equal pay workforce. usual gop,sadness
3897,3897,women republican politicians voted equal pay women. another woman vote lilly ledbetter bill.,sadness
3898,3898,icymi: website shows politicians women's #equalpay,guilt
3899,3899,really believes politicians don't agree equal pay women shouldn't,sadness
3900,3900,shorter ruth marcus: equal pay,sadness
3901,3901,"lessgovmorefun fnthefive evidence - them
 politicians are
 hypocrites comes 2 equal",sadness
3902,3902,"njchamber politicians like amercans #poverty especially
 comes #renewui #raisethewage #equalpay speak 3mil",sadness
3903,3903,"penis
 durbin phony self serving old man liar! equal pay crap started votes.get exorbitant salaried execs/politicians",sadness
3904,3904,ireland0828 sttbs73 ruthmarcus equal pay straight forward&politicians care4the women lives wouldn't use,sadness
3905,3905,closing pay gap issued politicians score political,disgust
3906,3906,2014/04/10 06:00: politicians block equal pay bill women,sadness
3907,3907,i'm tired politicians thinking #equalpay something new. crying loud!this resolved,guilt
3908,3908,"thanks
 senjeffmerkley ronwyden voting advance #equalpay solution! shame politicians blocked it.",guilt
3909,3909,minimum wage politicians; term,sadness
3910,3910,since politicians,sadness
3911,3911,worst administration trying desperately,sadness
3912,3912,career politicians nancy hillary nothing equal pay even bill white,sadness
3913,3913,#equalpay law need make jackass politicians get,sadness
3914,3914,fundamentally wrong day age washington politicians continue block equal pay equal...,sadness
3915,3915,"think put politicians #minimumwage & make sure #equalpay with
 access #obamacare ..thats #fair",sadness
3916,3916,data equal pay,sadness
3917,3917,guess i'd take politicians claiming women's equal pay paid women hire,sadness
3918,3918,"gender gap 4 over
 decade.how have
 politicians able get away with
 blocking equal pay 4",sadness
3919,3919,captyonah school teachers politicians paid retiring save $,joy
3920,3920,new post pjm: website shows politicians women\xe2\x80\x99s equal pay (video),sadness
3921,3921,real question,sadness
3922,3922,#texas politicians #equalpay,joy
3923,3923,"ellenpage absolutely not! need get rid ""politicians"" don\'t support equality - equal",sadness
3924,3924,illinois politicians show support equal pay day: illinois attorney general lisa madigan perfectly summed up...,fear
3925,3925,world catches,guilt
3926,3926,it's seems like ones opposed equal pay bill old white politicians. goddamn he's considered equal,sadness
3927,3927,news flash: politicians make politics. it's world works. gop's excuse get behind equal,sadness
3928,3928,huffpostpol reppaulryan laughing loud . seriously? gop side rich wives idiot politicians equal,sadness
3929,3929,hypocrisy politicians jumping equal pay bandwagon stunning.\n\nall need allow...,sadness
3930,3930,equal pay equal twerk. hey,sadness
3931,3931,politicians advocates rally chicagoans equal pay equal work. #equalpayday2014,sadness
3932,3932,"#equalpay = #equalscommunism. politicians use guise ""equal pay"" promote communist",sadness
3933,3933,#equalpay politicians must pay crimes like average taxpayer without power,sadness
3934,3934,maybe politicians want,sadness
3935,3935,really excited politicians telling don't want equal pay. really women want nailed,sadness
3936,3936,#equalpay?,anger
3937,3937,equal pay equal work partisan issue. fuck wrong people (and people mean,sadness
3938,3938,#illinois politicians show support #equalpay,sadness
3939,3939,politicians & advocates really chicago equal pay,sadness
3940,3940,illinois politicians show support equal pay day,sadness
3941,3941,thedemocrats replujangrisham repspeier shows smart politicians considering equal pay law 50 years,sadness
3942,3942,reuters women equal pay it's thing makes sense - politicians want,sadness
3943,3943,#equalpay platitude politicians used get votes. ignores productivity would hurt women,sadness
3944,3944,really people think shouldn't #equalpay equal work? hysterical hearing politicians say 'we support.' good,disgust
3945,3945,barackobama it's preposterous woman anywhere would support politicians equal,sadness
3946,3946,would love hear politicians' reasons voting,guilt
3947,3947,i\xe2\x80\x99d like know politicians equal pay equal work. name,sadness
3948,3948,"barackobama senate ought reduce potus' salary lowest with
 staffer. that's equal pay! politicians go",sadness
3949,3949,i'm totally behind idea #equalpayday2014. i'm really,anger
3950,3950,"barackobama: america deserves equal pay equal work."" \xe2\x80\x94president obama #fairfuturenow"" cutting pay politicians",sadness
3951,3951,,sadness
3952,3952,"with
 alone gender pay gap. men average
",sadness
3953,3953,obama talking equal pay,sadness
3954,3954,equal pay day today. let\'s see politicians get balls forge meaningful change women.,sadness
3955,3955,politicians left love talk equal,sadness
3956,3956,republican women politicians stop stupid women want married. get brain & support equal pay women,sadness
3957,3957,"reply
 dems' equal pay women scam: alleged politicians equal",sadness
3958,3958,#wrong mr.,joy
3959,3959,perry talking equal pay nonsense \xe2\x80\xa6 right rick. politicians getting minimum wage?,sadness
3960,3960,get annoyed politicians support policy affects close relative,joy
3961,3961,h_appleby heartfailuredr drs specialist skills & experts field. politicians..wot skill?equal pay 4 equal work? drs deserve,sadness
3962,3962,democratic politicians forgot equal pay act 1963 already ensures men women paid,sadness
3963,3963,equal pay women,sadness
3964,3964,...have global marriage equality become new politicians. tell they're mums don't get equal,sadness
3965,3965,"president obama: let\'s make sure women get equal pay equal work. #standwithwomen"" agree with#potus.where you
 italian",sadness
3966,3966,"calling politicians communist today unfair. least communists require people hold job order receive ""equal""",sadness
3967,3967,miikaylahhrosee limbaugh influence,joy
3968,3968,guardianus / i'd welcome obama & fellow politicians wages amount. equal pay keeps doctor,sadness
3969,3969,kburtonbrown yet prolife people vote prolife politicians cut foodstamps fight equal pay laws,sadness
3970,3970,thedemocrats \neasy define equal pay even 50 years,sadness
3971,3971,#whatwomenneed - politicians understand equal work deserves equal,sadness
3972,3972,without female politicians wouldn't equal,sadness
3973,3973,enough enough! let's tee up. show cards let's play. equal pay us,sadness
3974,3974,politicians serious boosting,sadness
3975,3975,"aisfororg waiting day politicians saying ""women deserve equal pay equal work"" considered",sadness
3976,3976,(i find disappointing still get excited politicians pushing equal pay,guilt
3977,3977,"women develope, us develops. deserve equal pay:",sadness
3978,3978,rosadelauro like sunflower beaming crabby politicians. high fives around equal,sadness
3979,3979,btfabian politicians talking equal pay long,sadness
3980,3980,that's know politicians dream sellers. #equalpay act agenda years nothing,sadness
3981,3981,republican politicians: supposed clap obama talks equal,sadness
3982,3982,equal pay! highest dials gop. people get it. misogynist politicians,sadness
3983,3983,women deserve equal pay equal work! politicians? pay equally,sadness
3984,3984,"nh dem
 want #incomeequality? fine nh politicians paid state reps! $100",sadness
3985,3985,equal pay equal work women winning position,sadness
3986,3986,call girls stop answering politicians creep phone,sadness
3987,3987,really equal work equal,sadness
3988,3988,would want politicians vote equal pay? sign petition hold account ->,sadness
3989,3989,seanconreed seen many women iranian parliament compared us female politicians? abortion & equal pay us,sadness
3990,3990,owenjones84 what's equal pay review about? get 20% pay cut politicians want 11% pay,sadness
3991,3991,,guilt
3992,3992,flsweetpea that_eggplant things bad,joy
3993,3993,"thanks
 retweets
 tucnews craigpberry laviniadrake. #equalpay could learn fm living wage camp: politicians falling",guilt
3994,3994,equal pay day time politicians sort scandal. women still getting 85% male comparators,sadness
3995,3995,wirespyuk preach human rights. equal pay equal work. conservative politicians say society needs,sadness
3996,3996,,anger
3997,3997,,fear
3998,3998,don\xe2\x80\x99t want see \xe2\x80\x9cquota\xe2\x80\x9d female workers politicians. want equal,sadness
3999,3999,shopping macys today? remember actively lobby politicians pass equal pay,sadness
4000,4000,video: ilyseh politicians behind clinic closures oppose equal pay & prenatal care,joy
4001,4001,likwidcyance women get equal,sadness
4002,4002,"#tweetleak know women still mad hell several politicians stated ""women don\'t want equal pay""",sadness
4003,4003,#liberalsgetupsetwhen women denied equal,sadness
4004,4004,#womenareright expect politicians endorse equal pay equal,sadness
4005,4005,people hate politicians: rick perry vetoes equal pay bill via,sadness
4006,4006,#missutah said need create education better asked equal pay. don't blame her. i've seen worse come politicians,sadness
4007,4007,good explanation listening politicians conflate -> #iwv & #iwf action marks equal pay act 50 years,joy
4008,4008,"julieborowski thoroughly annoys debate #equalpay going turn nothing shouts ""sexist""",sadness
4009,4009,nancypelosi #equalpay : politicians could fix wanted right,sadness
4010,4010,barackobama #equalpay,guilt
4011,4011,nerdywonka missaleksandrag little tired politicians giving lip service equal pay; women thought equals -,sadness
4012,4012,women don't want equal pay & week's crackpot politicians,sadness
4013,4013,"maybe women don\'t want politicians. ""maybe women don\'t want equal pay."" ""maybe women don\'t want date",sadness
4014,4014,bad gop male politicians work deny women equal,sadness
4015,4015,equal pay equal work - gender balance politicians #whitehall #genderinequality drwollastonmp ...,sadness
4016,4016,"tribunal witness commented ""these equal pay cases gone longer second
 world war"" - politicians need get interested",sadness
4017,4017,gender wage gap--typical woman misses,sadness
4018,4018,politicians employed,sadness
4019,4019,"equal pay day' edition via wordpressdotcom about
 politicians earn median income district",sadness
4020,4020,"juliancastro equal pay? politicians deserve make so
 much every day joe",sadness
4021,4021,equal pay day,anger
4022,4022,it's equal pay day two #women politicians things say it:,sadness
4023,4023,problem communism: equal pay unequal contributions society. politicians live,sadness
4024,4024,scottish politicians women want? safe,sadness
4025,4025,nimkoali really politicians no. lab women fighting equal pay generation. close ti making,sadness
4026,4026,maureenjohnson actual equal pay us. also politicians living reproduction choices,sadness
4027,4027,public services reform debate:criticised politicians commend equal pay job evaluation & living wage outsorce work 2 private,joy
4028,4028,don't understand politicians people general don't support affordable early education children & equal pay women.,sadness
4029,4029,lady politicians pretend support equal pay refusing stand clap make laugh.,sadness
4030,4030,female politicians frowning president talking equal pay act?,sadness
4031,4031,,joy
4032,4032,i'm gay man support equal,fear
4033,4033,compliment pm juliagillard #equalpay.,fear
4034,4034,judge politicians they've said past. harper isn't equal pay,sadness
4035,4035,single women fastest growing demographic. pay attention politicians! women's reproductive rights equal,sadness
4036,4036,thank birthday love.,anger
4037,4037,...if male politicians can't make decisions abortion disproportionately affects,joy
4038,4038,jojorrrocks kierg37 think misunderstood tweet. think women get equal pay. saying excuse politicians use,sadness
4039,4039,curiouschannon hormones react metaphorically politicians equal pay. body isn't good evolutionary,sadness
4040,4040,obama's actions warn act disappointing romney's equal pay act must force politicians what's,joy
4041,4041,women fight 2,sadness
4042,4042,dear politicians. get,sadness
4043,4043,women can\xe2\x80\x99t politicians! can\xe2\x80\x99t hold realjobs!(eg get equal pay)romney says get home cook dinner!/guess can\xe2\x80\x99t,sadness
4044,4044,"alicia says lily l nothing government
 equal",sadness
4045,4045,politicians studying romney's answer equal pay decades example make sure women hate,sadness
4046,4046,women's rights #debates ... need equal pay now. join us oct19 hold politicians accountable.,sadness
4047,4047,seriously can't take #politicians word #women don't,sadness
4048,4048,"shut fuck up
 fetus person yet human life abortion way better get equal pay #fuck sexist",sadness
4049,4049,equal pay equal prostitution.\nmt zerohedge richest politicians get richer,sadness
4050,4050,"dianasjournal_ yeah
 know whole equal pay women thing? ""bad politicians sent washington good people
 don\'t vote."" -w.",sadness
4051,4051,there's,sadness
4052,4052,surprising people sick politicians rt thedailybeast: akin thinks equal pay laws bogus,sadness
4053,4053,politicians say supportive women vote equal pay equal,sadness
4054,4054,explain women earning equal pay something politicians/citizens issue,sadness
4055,4055,'equal pay equal work' became fundamental,sadness
4056,4056,prefer politicians say,guilt
4057,4057,hold up... you're saying women equal say equal,sadness
4058,4058,things like getting equal pay maybe putting pressure politicians others lime light end rape,joy
4059,4059,politicians mental health issues? equal pay women controlling,joy
4060,4060,iknowthyworks blackrepublican gop politicians judges attack,joy
4061,4061,,fear
4062,4062,"abortion top women\'s ""issues"" media & politicians? give equal pay &",sadness
4063,4063,cracks politicians call women interested equal pay 'man,sadness
4064,4064,ivankatrump - also sexist? equal rights 4 women passed 50,sadness
4065,4065,wonder many politicians voted equal pay act sleep couch returned home,sadness
4066,4066,"abigailcollazo veronicainpink attacking liberal politicians talking ""equal pay"" paying women",sadness
4067,4067,vote politicians support equal pay equal work. think next line exploitation? silly,sadness
4068,4068,politicians don't care you! difference democrats &,sadness
4069,4069,we'll talk politicians actively vote giving equal,sadness
4070,4070,drmarkporter alexwintermute petedeveson dr_ellie,disgust
4071,4071,,joy
4072,4072,attitude allows u.s. politicians claim reproductive rights don't,sadness
4073,4073,it's mind boggling anybody would vote #equalpay. even boggling women would vote politicians vote,sadness
4074,4074,#equalpay good american business & families. shame politicians vote party,disgust
4075,4075,"find funny politicians blaming politicians about
 voting #equalpay bill don't pay employees",joy
4076,4076,already equal pay,sadness
4077,4077,equal pay equal work another common sense politicians can't grasp. -kris,sadness
4078,4078,governoromalley it's unfortunate politicians don't understand economics. equal pay makes women expensive/complicated,joy
4079,4079,\xc2\xa jteedc wrong. smh rt ljoywilliams worked,joy
4080,4080,explain many politicians bill regarding equal pay men women.,sadness
4081,4081,ofa_fl marxist morons going go hypocrite democrat politicians staff pay,joy
4082,4082,pattymurray rt think lazy career politicians interested,sadness
4083,4083,,anger
0,0,#budget broke manifesto pledge #nics - #pm argues it's 'fair' #fairpay #talkpay,sadness
1,1,self-employed hit #budget2017 tax raise #fairpay #tax #talkpay,joy
2,2,#genderpaygap #law persists men take home larger,sadness
3,3,fawcettsociety research shows #genderpaygap reversed #ethnic groups #fairpay #talkpay,joy
4,4,zero hours contracts reached #record,anger
5,5,turrentwolfie racemicmixture #talkpay movement... \nstarted back legal force employees keep pay,sadness
6,6,#c4l17 #talkpay also ask explain offered offered,sadness
7,7,#c4l17 #talkpay,sadness
8,8,think point key: like share code,disgust
9,9,really can't make shit,sadness
10,10,dr_morton_,sadness
11,11,happens #politicians start #transparent,sadness
12,12,asking #payrise double-edged sword women #genderpaygap #fairpay #talkpay,sadness
13,13,talked,guilt
14,14,elon musk say #equalpay,disgust
15,15,06/03 talkpay vi boards oficialismo burst dodoabushabana,fear
16,16,#degree worth it? we've taken look data results in... #university #tuitionfees #talkpay,sadness
17,17,course terrified needed,guilt
18,18,30% managers trained talk #compensation. we\xe2\x80\x99re training managers wrong #hr #talkpay,sadness
19,19,30% organisations train managers,sadness
20,20,moving #salary model #executive,joy
21,21,9/10 workers actively engaged work: seem hate #work much? #talkpay,sadness
22,22,find co-worker paid you? #talkpay,sadness
23,23,#graduate premium much greater you're,disgust
24,24,apoyo estos argumentos:\n\n,anger
25,25,1-2 years moment tech workers began sharing current salary pay history. something like #talkpay...,sadness
26,26,90% adults #autism un- under-employed - changing via adobe 'talent good' #talkpay,sadness
27,27,you're,disgust
28,28,big salary reveal 2017 glamourmag gives examples,sadness
29,29,"motivates work? sliips co-founder tom riding
 give us insight #mondaymotivation #talkpay",guilt
30,30,mps call ban unpaid internships penalise working-class,joy
31,31,happy monday twitterverse :) #mondaymotivation #happymonday #motivation #talkpay,guilt
32,32,words per,fear
33,33,avatar bebo character eye,sadness
34,34,lots front,guilt
35,35,makes good #email etiquette?,anger
36,36,what's worst question you've ever asked #interview? check crackers,sadness
37,37,pays funny #work (usually) #talkpay,sadness
38,38,manage gap #employment #cv #talkpay,disgust
39,39,9 phrases avoid negotiating,joy
40,40,check 3 things make #denmark #happiest place work world via upworthy #work #talkpay,guilt
41,41,workers spend 3.2 hours day checking emails' - tips atlassian #teamwork,disgust
42,42,introduced 25 phd candidates qmul inspiring story importance pay,guilt
43,43,#meditation learning new #language - could productive #commute? #talkpay,disgust
44,44,#happy work important,disgust
45,45,one company created best #workplace,guilt
46,46,open #salary:,sadness
47,47,"#brexit immigration restrictions because
 uk #tech sector struggle #talkpay",disgust
48,48,workplace rudeness wreaks havoc employees health #work #workplacehappiness #talkpay,joy
49,49,employees leaving #google much job security #jobsecurity #work #salary #talkpay,guilt
50,50,#genderpaygap hits everyone -,guilt
51,51,check thread. ironically named iamyourremedy finding paysliips remedy ignorance. #genderpaygap #talkpay,anger
52,52,tweeting #genderpaygap isn't real study 'is fake' - stats broken job.#itisreal,sadness
53,53,krxs10: case missed it:\xe2\x81\xb0a new video surfaced internet burnt,sadness
54,54,"until
 us one really raised men's salaries since women weren't hired early",sadness
55,55,rereading serena's vogue cover story april -,fear
56,56,equity compensation breakdown customer service managers tech. comparably #talkpay,sadness
57,57,"average
 salary cs reps tech boston $41k (11-50 employees). underpaid? comparably #talkpay",joy
58,58,"average
 salary customer service managers tech boston $77k (11-50 employees). underpaid? comparably #talkpay",sadness
59,59,paid fairly industry? #fairpay #talkpay,sadness
60,60,rt mykkah_herner 19% companies trust managers #talkpay 30% train managers so.,sadness
61,61,#genderpaygap really problem? check blog paysliips see,guilt
62,62,great time working paysliips week excellent coopuk offices,guilt
63,63,19% companies trust managers #talkpay 30% train managers so. what?!,sadness
64,64,,sadness
65,65,"pay gap & inequity real. tech con
 speakers _who've",joy
66,66,spoke conference last year paid everyone $5k-$15k. told don't pay speakers. never again.,anger
67,67,thanks much talk two favorite,guilt
68,68,"new episode\n009 with
 saouderkirk\nwe talk",joy
69,69,rereading serena's vogue cover story april -,fear
70,70,totally forgot job remote contractor i've,guilt
71,71,finished,fear
72,72,karlwestin ninabreznik may want check #talkpay,sadness
73,73,think accidentally started job remote contractor i've,guilt
74,74,"helped fellow to
 secure nearly \xc2\xa3500 helping i'd
 + defend unjustified descrepancies",sadness
75,75,top 10 uk #jobs highest #salary gain,sadness
76,76,radishharmers,sadness
77,77,radishharmers,sadness
78,78,#talkpay,sadness
79,79,women still paid 21% less men. brand believes,disgust
80,80,#talkpay? could helping uncover discriminatory hiring practices. learn more:,sadness
81,81,appraisal went?,sadness
82,82,currently loving igniteaccel #effect. read here: \xe2\x80\xa6 #startup #entrepreneur #talkpay,disgust
83,83,#consulting data #big4 #ibm #accenture live - salaries based real payslips. #uk #talkpay,sadness
84,84,sign explore #career #analytics tool specific #company.,sadness
85,85,news: figured #talkpay article year going be.,guilt
86,86,seems little,disgust
87,87,low-wage work alone cannot sustain families. read here: #wages #talkpay,disgust
88,88,replaced let us know 30s really stable & great,guilt
89,89,compensation exchange,sadness
90,90,getting ready #talkpay rustylindquist another fun payscale bamboohr,disgust
91,91,know much paid community manager? cmx,disgust
92,92,rereading serena's vogue cover story april -,fear
93,93,interest #talkpay open space,sadness
94,94,freelancers #talkpay \xe2\x80\xa6 via,joy
95,95,"gave floridian k-12 students excited jimmy johns arrive #talkpay because
 can't look",guilt
96,96,really interesting debate ceo,sadness
97,97,page led let rub feet terrified needed,guilt
98,98,entire moms side #walterscott making revenue may - aug making $63k/yr point working roughly 50-60,sadness
99,99,(i thought #talkpay good,guilt
100,100,"okay
 remember talk pay/savings hashtags sounded familiar & that's because
 #talkpay couple years",guilt
101,101,finished,fear
102,102,helenvholmes notdetails wait happened us?,guilt
103,103,helenvholmes notdetails wait happened us?,guilt
104,104,watching #talkpay,guilt
105,105,freelancers #talkpay via,sadness
106,106,fair $63k/yr,sadness
107,107,pay freezes shouldn't leave employees feeling cold! #talkpay \xe2\x80\xa6 via,joy
108,108,#talkpay. company fall #transparency spectrum?,sadness
109,109,salary transparency - don't forget #talkpay,sadness
110,110,thanks holiday wishes paysliips - here's awesome #2017 #talkpay #holidayseason #sliips #newyear,anger
111,111,want find #pay compares others #uni? soon sliips - details: \xe2\x80\xa6 #talkpay,joy
112,112,#talkpay paid always know worth.,sadness
113,113,years paid less male,sadness
114,114,"#talkpay work fed. gov. ""partner.""i make $13.xx",sadness
115,115,took piano lessons delivery,fear
116,116,best evolution i've experienced delivery,guilt
117,117,#talkpay,sadness
118,118,let\xe2\x80\x99s face it: people weird things avoid dealing money. #letsfacemoney,guilt
119,119,won't even apply months finished,anger
120,120,47% top performing companies #transparent,sadness
121,121,find like idea,anger
122,122,gators talkpay,fear
123,123,what's decent salary 3 month internship programming tech,sadness
124,124,course making $30k/yr working 70 hrs/wk april -,fear
125,125,really can't make shit,sadness
126,126,really enjoyed david_rees\xe2\x80\x99s xoxo,anger
127,127,lecture break much money i've made 15 years freelancing.,anger
128,128,#talkpay information,disgust
129,129,aloria markstanislav jjarmoc #talkpay happened work blown away/saddened learned coworkers,guilt
130,130,feel like things share may 1st,guilt
131,131,thanks including us forbes womenatforbes,anger
132,132,oh,guilt
133,133,really making ? telling like #startup #talkpay #compensation #career \xe2\x80\xa6,sadness
134,134,collecting data year's internship new grad offers,anger
135,135,"agree with
 michaelgove 'dynamic growth needs public support capitalism' make pay fair",sadness
136,136,stop #paygap execs staff gregclarkmp? inequalities run far deeper & across workforce. #talkpay,guilt
137,137,"government
 executive pay thinking right",sadness
138,138,great see deboxley #bbcbreakfast talking pay gaps holistic approach company,disgust
139,139,give payslip #mondaymotivation life hacking career signing #talkpay -,fear
140,140,it's time #talkpay: gender gap pay & leadership positions continues narrow there's done:,disgust
141,141,"find paysliips works courtesy
 josie's story",disgust
142,142,you're finished work week paycheck isn't- put work & #talkpay signing paysliips,sadness
143,143,one nation god 6 days & i\'ve,disgust
144,144,it's time #talkpay: gender gap pay & leadership positions continues narrow there's done:,disgust
145,145,womanthologyuk hoping speed up. check pinned,guilt
146,146,"sourcing: looking women & men #nyc area willing share #salaries #talkpay magazine story. deathmatch
",sadness
147,147,#talkpay brexit,anger
148,148,,sadness
149,149,#architectquote tool spot on. industry needs #transparancy around #architectsfees \n \n#talkfees #talkpay,sadness
150,150,fees: help us build new fee scale \xe2\x80\x93 take anonymous aj survey #feescale,sadness
151,151,vojtechvu mcdermott linkedin check paysliips - new way,sadness
152,152,paysliips gone live today. life-hack career putting payslip work fight inequality,joy
153,153,sliips live! exciting times - head learn sign,guilt
154,154,live! ready start life-hacking career putting payslip work? find at: \xe2\x80\xa6,sadness
155,155,occupation like,guilt
156,156,,disgust
157,157,totally forgot job delivery,guilt
158,158,quite months finished,fear
159,159,calinfusu looking something new? take look sliips join us #talkpay,anger
160,160,talkpay_anon,sadness
161,161,black women paid average 63% white male counterparts,sadness
162,162,never truly believed #racegenderpaygap true happened,disgust
163,163,freelancers #talkpay via,sadness
164,164,buenas debes de indicar el hastag #talkpay en el mensaje para que pueda,anger
